qitem,label,description,tier,positions_held,sitelink_count,statements,en_title,lg_title,ugandan_citizen
Q105759689,Dorcus Acen,Ugandan politician,Parliament,Member of Parliament of Uganda,8,16,Dorcus Acen,Dorcus Acen,yes
Q58041847,Dorothy Azairwe Nshaija Kabaraitsya,Ugandan politician,Parliament,member of parliament,6,16,Dorothy Azairwe Nshaija Kabaraitsya,Dorothy Azairwe Nshaija Kabaraitsya,yes
Q111418134,Jane Frances Kuka,"Ugandan legislator, Member of Parliament and anti-FGM activist",Parliament,member of parliament; principal,9,16,Jane Frances Kuka,Jane Frances Kuka,yes
Q43267627,Joy Atim,Ugandan politician,Parliament,Member of Parliament of Uganda,8,16,Joy Atim,Joy Atim,yes
Q62480909,Julie Mukoda Zabwe,Ugandan politician and ICT expert,Parliament,Member of Parliament of Uganda,4,16,Julie Mukoda Zabwe,Julie Mukoda Zabwe,yes
Q105966331,Kabasharira Naome,Ugandan politician,Parliament,Member of Parliament of Uganda,2,16,Naome Kabasharira,Naome Kabasharira,yes
Q137991462,Lanyero Christine Awany,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,4,16,Christine Lanyero Awany,Christine Lanyero Awany,yes
Q19666505,Mariam Nalubega,Ugandan politician,Parliament,Member of Parliament of Uganda,6,16,Mariam Nalubega,Mariam Nalubega,yes
Q58042467,Mary Babirye Kabanda,Ugandan politician,Parliament,Member of Parliament of Uganda,4,16,Mary Babirye Kabanda,Mary Babirye Kabanda,yes
Q137991249,Namatende Eunice,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,2,16,Eunice Namatende,Eunice Namatende,yes
Q7070387,Nusura Tiperu,Ugandan politician,Parliament,Member of Parliament of Uganda,7,16,Nusura Tiperu,Nusura Tiperu,yes
Q105962114,Prossy Akampurira,Ugandan politician,Parliament,Member of Parliament of Uganda,8,16,Prossy Akampurira,Prossy Akampurira,yes
Q105962523,Rita Atukwasa,"Member of Parliament of Uganda-Elect, Public Policy Analyst, Gender specialist & Trainer for Gender and Equity Budgeting, Executive director Emeritus at IST Uganda",Parliament,member of parliament,6,16,Rita Atukwasa,Rita Atukwasa,yes
Q7378868,Rukiya Chekamondo,Ugandan educator and politician,Parliament,Member of Parliament of Uganda,7,16,Rukiya Chekamondo,Rukiya Chekamondo,yes
Q7422470,Sarah Kataike,Uganda politician,Parliament,Member of Parliament of Uganda,5,16,Sarah Kataike,Sarah Kataike,yes
Q105760249,Suzan Achola Engola,Ugandan politician,Parliament,member of parliament,5,16,Susan Achola Engola,Susan Achola Engola,yes
Q57825425,Tophace Kaahwa,Ugandan politician,Parliament,Member of Parliament of Uganda,5,16,Tophace Kaahwa,Tophace Kaawa,yes
Q138001320,Acom Esther,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,2,15,Esther Lucy Acom,Esther Lucy Acom,yes
Q4716143,Alengot Oromait,Ugandan politician,Parliament,Member of Parliament of Uganda; member of parliament,8,15,Alengot Oromait,Alengot Oromait,yes
Q105759825,Betty Luoke Chelain,Ugandan politician,Parliament,member of parliament,7,15,Betty Louke Chelain,Betty Louke Chelain,yes
Q5064251,Cerinah Nebanda,Ugandan politician,Parliament,Member of Parliament of Uganda,7,15,Cerinah Nebanda,Cerinah Nebanda,yes
Q111081529,Christine Abia Bako,Ugandan politician,Parliament,member of parliament,5,15,Bako Christine Abia,Bako Christine Abia,yes
Q137994254,Enid Origumisiriza,Ugandan politician,Parliament,Member of Parliament of Uganda,2,15,Enid Origumisiriza,Enid Origumisiriza,yes
Q105955461,Flavia Rwabuhoro Kabahenda,Ugandan politician,Parliament,member of parliament,4,15,Flavia Rwabuhoro Kabahenda,Flavia Rwabuhoro Kabahenda,yes
Q105944500,Florence Nambozo Wamala,Ugandan politician and member of the parliament,Parliament,Member of Parliament of Uganda,6,15,Florence Nambozo Wamala,Florence Nambozo Wamala,yes
Q111418786,Grace Kaudha,Ugandan politician and legislator,Parliament,member of parliament,6,15,Grace Kaudha,Grace Kaudha,yes
Q106095789,Harriet Businge,Ugandan politician & teacher,Parliament,member of parliament,3,15,Harriet Businge,Harriet Businge,yes
Q106612689,Irene Linda Mugisha,"Ugandan politician, psychologist",Parliament,Member of Parliament of Uganda,3,15,Irene Linda Mugisha,Irene Linda Mugisha,yes
Q62481961,Jane Nabulindo Kwoba,Ugandan politician and teacher,Parliament,member of parliament,7,15,Jane Nabulindo Kwoba,Jane Nabulindo Kwoba,yes
Q111462677,Joy Ruth Acheng,Ugandan politician and diplomat,Parliament,Member of Parliament of Uganda,3,15,Joy Ruth Acheng,Joy Ruth Acheng,yes
Q105839579,Mary Annet Nakato,Ugandan politician,Parliament,member of parliament,2,15,Mary Annet Nakato,Mary Annet Nakato,yes
Q105944681,Mary Begumisa,Ugandan politician and woman member of parliament,Parliament,Member of Parliament of Uganda,8,15,Mary Begumisa,Mary Begumisa,yes
Q111443805,Mpabwa Sarah Patience,Ugandan Politician,Parliament,member of parliament,4,15,Mpabwa Sarah Patience,Mpabwa Sarah Patience,yes
Q111180419,Nakawuki Susan Nsambu,Ugandan politician,Parliament,Member of Parliament of Uganda; member of parliament,2,15,Susan Nakawuki,Susan Nakawuki,yes
Q57825456,Nakayenze Connie Galiwango,Ugandan politician,Parliament,member of parliament,6,15,Connie Galiwango Nakayenze,Connie Galiwango Nakayenze,yes
Q137988497,Nakku Fiona,Ugandan politician,Parliament,Female Workers Representative; Member of Parliament of Uganda; member of parliament,3,15,Fiona Nakku,Fiona Nakku,yes
Q111439072,Ninsiima Ronah Rita,Ugandan Politician and Journalist,Parliament,member of parliament,6,15,Ninsiima Ronah Rita,Ninsiima Ronah Rita,yes
Q7301855,Rebecca Otengo Amuge,Ugandan politician,Parliament,Member of Parliament of Uganda,7,15,Rebecca Amuge Otengo,Rebecca Amuge Otengo,yes
Q105955382,Rose Emma Cherukut,Ugandan politician and legislator,Parliament,member of parliament,6,15,Rose Emma Cherukut,Rose Emma Cherukit,yes
Q24572753,Rosemary Seninde,Ugandan politician,Parliament,Member of Parliament of Uganda,7,15,Rosemary Seninde,Rosemary Seninde,yes
Q55584067,Sylvia Rwabogo,Woman MP Kabarole District,Parliament,Member of Parliament of Uganda,8,15,Sylvia Rwabogo,Sylvia Rwabogo,yes
Q106351056,Turyahikayo Kebirungi Mary Paula,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,2,15,Mary Paula Kebirungi Turyahikayo,Mary Paula Kebirungi Turyahikayo,yes
Q105760963,Veronica Namaganda Nanyondo,Ugandan politician,Parliament,member of parliament,4,15,Veronica Namaganda Nanyondo,Veronica Namaganda Nanyondo,yes
Q111353679,Victoria Kakoko Sebagereka,"Ugandan legislator, politician and AIDS activist",Parliament,delegate; member of parliament,5,15,Victoria Kakoko Sebagereka,Victoria Kakoko Sebagereka,yes
Q57825011,Winnie Matsiko,Ugandan politician,Parliament,member of parliament,3,15,Masiko Winifred Komuhangi,Masiko Winifred Komuhangi,yes
Q138751304,Acan Joyce Okeny,Ugandan politician,Parliament,Member of Parliament of Uganda; PWD Representative,2,14,Acan Joyce Okeny,Acan Joyce Okeny,yes
Q125338138,Akumu Catherine Mavenjina,Ugandan politician,Parliament,Member of Parliament of Uganda; Older Persons Representative,3,14,Akumu Catherine Mavenjina,Akumu Catherine Mavenjina,yes
Q42759362,Angelline Osegge,Ugandan politician,Parliament,Member of Parliament of Uganda,5,14,Angelline Osegge,Angelline Osegge,yes
Q105964879,Annet Nyakecho,Ugandan politician,Parliament,Member of Parliament of Uganda,6,14,Annet Nyakecho,Annet Nyakecho,yes
Q106401908,Apolot Christine,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,7,14,Christine Apolot,Christine Apolot,yes
Q105950862,Christine Nakimwero Kaaya,Ugandan politician,Parliament,member of parliament,5,14,Christine Nakimwero Kaaya,Christine Nakimwero Kaaya,yes
Q37122067,Emma Boona,Ugandan politician,Parliament,Member of Parliament of Uganda,8,14,Emma Boona,Emma Boona,yes
Q105942699,Flavia Nabagabe Kalule,Ugandan politician,Parliament,member of parliament,3,14,Flavia Nabagabe Kalule,Flavia Nabagabe Kalule,yes
Q42868219,Grace Tubwita,Ugandan politician,Parliament,Member of Parliament of Uganda,6,14,Grace Tubwita,Grace Tubwita,yes
Q111434407,Iriama Rose,Ugandan politician in the eighth and ninth Parliament of Uganda,Parliament,member of parliament,5,14,Iriama Rose,Iriama Rose,yes
Q53707363,Jacqueline Amongin,Ugandan MP,Parliament,Member of Parliament of Uganda,5,14,Jacqueline Amongin,Jacqueline Amongin,yes
Q105883266,Jane Kabajungu Bainomugisha,Ugandan politician,Parliament,member of parliament,2,14,Jane Kabajungu Bainomugisha,Jane Kabajungu Bainomugisha,yes
Q111530895,Kanushu Laura,Ugandan politician,Parliament,Female PWD Representative; Member of Parliament of Uganda,5,14,Laura Kanushu,Laura Kanushu,yes
Q111420850,Lematia Ruth Molly Ondoru,Ugandan Politician,Parliament,council member; member of parliament,1,14,Lematia Ruth Molly Ondoru,,yes
Q62099975,Loy Katali,Ugandan politician and accountant,Parliament,Member of Parliament of Uganda,6,14,Loy Katali,Loy Katali,yes
Q90924025,Milly Mugeni,Ugandan Legislator,Parliament,Member of Parliament of Uganda,2,14,Milly Mugeni,Milly Mugeni,yes
Q105958189,Molly Musiime Asiimwe,Ugandan politician,Parliament,Member of Parliament of Uganda,4,14,Molly Musiime Asiimwe,Molly Musiime Asiimwe,yes
Q27688647,Nabilah Naggayi Sempala,Ugandan politician,Parliament,Member of Parliament of Uganda,6,14,Nabilah Naggayi Sempala,Nabilah Naggayi Sempala,yes
Q125750508,Namutaawe Joan,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,8,14,Joan Namutaawe,Joan Namutaawe,yes
Q17020396,Oliver Wonekha,Ugandan politician,Parliament,Member of Parliament of Uganda,4,14,Oliver Wonekha,Oliver Wonekha,yes
Q138000596,Pedun Josephine,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,4,14,Josephine Pedun,Josephine Pedun,yes
Q105883328,Sauda Kauma,Ugandan politician,Parliament,member of parliament,3,14,Sauda Kauma,Sauda Kauma,yes
Q105945785,Stella Isodo Apolot,Ugandan Legislator and politician,Parliament,Member of Parliament of Uganda,7,14,Stella Isodo Apolot,Stella Isodo Apolot,yes
Q111384398,Sugra Visram,Ugandan legislator and activist,Parliament,member of parliament,6,14,Sugra Visram,Sugra Visram,yes
Q95746953,Wekomba Sarah Nambozo,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,4,14,Sarah Nambozo Wekomba,Sarah Nambozo Wekomba,no
Q111180208,Alice Alaso,Ugandan Politician,Parliament,member of parliament,5,13,Alice Alaso,Alice Alaso,yes
Q63228590,Beatrice Byenkya,Ugandan politician,Parliament,Member of Parliament of Uganda; chairperson; member of parliament,6,13,Beatrice Byenkya,Omuyimbi Beatrice Byenkya,yes
Q111458401,Christine Ntegamahe Mwebesa,Ugandan medical doctor and legislator,Parliament,member of parliament,4,13,Christine Ntegamahe Mwebesa,Christine Ntegamahe Mwebesa,yes
Q105966555,Faith Nakut,Ugandan politician,Parliament,Member of Parliament of Uganda,4,13,Faith Nakut,Faith Nakut,yes
Q105955492,Faith Philo Kunihira,Ugandan politician,Parliament,member of parliament,2,13,Faith Kunihira Philo,Faith Kunihira,yes
Q5458060,Flavia  Nabugere Munaaba,Ugandan politician,Parliament,Member of Parliament of Uganda,2,13,Flavia Munaaba,Omukyala Flavia Nabugere Munaaba,yes
Q105631664,Florence Kabugho,Ugandan politician and journalist,Parliament,member of parliament,5,13,Florence Kabugho,Florence Kabugho,yes
Q111293047,Jacqueline Kyatuheire,Ugandan politician and educationist,Parliament,member of parliament,3,13,Jacqueline Kyatuheire,Jacqueline Kyatuheire,yes
Q106368084,Jalia Bintu,Ugandan politician and teacher,Parliament,member of parliament,4,13,Jalia Bintu,Jalia Bintu,yes
Q105944722,Jenifer Abaho Muheesi,Ugandan politician,Parliament,member of parliament,4,13,Jenifer Abaho Muheesi,Jenifer Abaho Muheesi,yes
Q105962464,Juliet Kyinyamatama Suubi,Ugandan politician,Parliament,Member of Parliament of Uganda,4,13,Juliet Kyinyamatama Suubi,Juliet Kyinyamatama Suubi,yes
Q105962720,JulietBashiishaAgasha,Ugandan politician,Parliament,member of parliament,6,13,Juliet Bashiisha Agasha,Juliet Bashiisha Agasha,yes
Q111441060,Nabulya Theopista Sssentongo,Ugandan Politician,Parliament,member of parliament,3,13,Nabulya Theopista Ssentongo,Nabulya Theopista Ssentongo,yes
Q105627879,Nandagire Christine Ndiwalana,Ugandan politician,Parliament,member of parliament,5,13,Nandagire Christine Ndiwalana,Nandagire Christine Ndiwalana,yes
Q30945317,Rosemary Tumusiime,Ugandan politician,Parliament,Member of Parliament of Uganda,3,13,Rosemary Tumusiime,Rosemary Tumusiime,yes
Q105965895,Santa Okot,"Ugandan politician, women's activist and educator",Parliament,Member of Parliament of Uganda,5,13,Santa Okot,Santa Okot,yes
Q105839707,Sharon Balmoi Laker,Ugandan politician,Parliament,member of parliament,2,13,Sharon Balmoi Laker,Sharon Balmoi Laker,yes
Q105965226,Shartsi Musherure Kuteesa,Ugandan politician,Parliament,Member of Parliament of Uganda,5,13,Shartsi Kutesa Musherure,Shatsi Musherure Kutesa,yes
Q105839516,Susan Mugabi Nakaziba,Ugandan politician,Parliament,member of parliament,4,13,Susan Mugabi Nakaziba,Susan Mugabi Nakaziba,yes
Q57828964,Achiro Lucy Otim,Ugandan politician,Parliament,Member of Parliament of Uganda,3,12,Lucy Achiro Otim,Lucy Achiro Otim,yes
Q24572755,Benna Namugwanya,Ugandan politician,Parliament,Member of Parliament of Uganda,6,12,Benna Namugwanya,Benna Namugwanya,yes
Q105955426,Christine Bukenya Ssendawula,Ugandan politician,Parliament,member of parliament,2,12,Christine Bukenya Ssendawula,Christine Bukenya Ssendawula,yes
Q111363094,Esther Opoti Dhugira,Ugandan legislator and teacher,Parliament,member of parliament,4,12,Esther Opoti Dhugira,Esther Opoti Dhugira,yes
Q105965184,Gorreth Namugga,Ugandan politician,Parliament,Member of Parliament of Uganda,5,12,Gorreth Namugga,Gorreth Namugga,yes
Q105942517,Jacinta Athieno Ayo,Ugandan politician and member of the parliament,Parliament,Member of Parliament of Uganda,5,12,Jacinta Athieno Ayo,Jacinta Athieno Ayo,yes
Q105966258,Josyline Kamateneti,Ugandan politician,Parliament,Member of Parliament of Uganda,4,12,Josyline Kamateneti,Josyline Kamateneti,yes
Q105951016,Jovanice Twinobusingye,Ugandan politician,Parliament,member of parliament,4,12,Jovanice Twinobusingye,Jovanice Twinobusingye,yes
Q105956689,Juliet Kakande Nakabuye,Ugandan politician,Parliament,Member of Parliament of Uganda,3,12,Juliet Kakande Nakabuye,Juliet Kakande Nakabuye,yes
Q105965509,Kevin Ojinga Kaala,Ugandan politician,Parliament,Member of Parliament of Uganda,4,12,Kevin Ojinga Kaala,Kevin Ojinga Kaala,yes
Q139554921,Lakisa Mercy Faith,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,2,12,Mercy Faith Lakisa,Mercy Faith Lakisa,yes
Q137993772,Pamela Annet Kirungi,Ugandan politician,Parliament,Member of Parliament of Uganda,3,12,Pamela Annet Kirungi,Pamela Annet Kirungi,yes
Q105966087,Zomura Manezo,Ugandan politician,Parliament,Member of Parliament of Uganda,4,12,Zomura Manezo,Zomura Manezo,yes
Q138127827,Alinaitwe Sylvia Tumuheirwe,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,2,11,Sylvia Tumuheirwe Alinaitwe,Sylvia Tumuheirwe Alinaitwe,no
Q133502704,Betty Muzanira,Ugandan politician,Parliament,Member of Parliament of Uganda,2,11,Betty Muzanira,Betty Muzanira,yes
Q138005525,Esther Majambere Musoke,Ugandan politician,Parliament,member of parliament,4,11,Esther Majambere Musoke,Esther Majambere Musoke,yes
Q61662345,Flavia Byekwaso,Ugandan female military general,Parliament,Member of Parliament of Uganda,3,11,Flavia Byekwaso,Flavia Byekwaso,no
Q111434932,Iriama Margaret,Ugandan politician,Parliament,member of parliament,5,11,Iriama Margaret,Iriama Margaret,yes
Q111363446,Kiboijana Margaret N,Ugandan politician,Parliament,member of parliament,2,11,Kiboijana Margaret N,Kiboijana Margaret N,yes
Q106338475,Margaret Rwabushaija,Ugandan politician,Parliament,Member of Parliament of Uganda,2,11,Margaret Rwabushaija,Margaret Rwabushaija,yes
Q105966714,Margret Okunga Makoha,Ugandan politician,Parliament,Member of Parliament of Uganda,3,11,Margret Okunga Makoha,Margret Okunga Makoha,yes
Q105962661,Margret Rwebyambu,Ugandan politician,Parliament,member of parliament,4,11,Margaret Rwebyambu,Margaret Rwebyambu,yes
Q105958498,Medius Kaharata Natukunda,Ugandan politician,Parliament,Member of Parliament of Uganda,3,11,Medius Kaharata Natukunda,Medius Kaharata Natukunda,yes
Q105966807,Sylvia Vicky Awas,Ugandan politician,Parliament,Member of Parliament of Uganda,2,11,Sylvia Vicky Awas,Sylvia Vicky Awas,yes
Q138575108,Theresa Odongo-Oduka,Ugandan politician,Parliament,member of parliament,1,11,,,yes
Q111089868,Acen Rhoda,Ugandan Politician and diplomat,Parliament,Member of Parliament of Uganda,3,10,Acen Rhoda,Acen Rhoda,yes
Q111307347,Barumba Beatrice Rusaniya,Ugandan politician,Parliament,member of parliament,5,10,Barumba Beatrice Rusaniya,Barumba Beatrice Rusaniya,yes
Q137988585,Charity Lenia,Ugandan politician,Parliament,member of parliament,3,10,Charity Lenia,Charity Lenia,yes
Q106263496,Christine Ayo Achen,Ugandan politician and administrator,Parliament,Member of Parliament of Uganda,5,10,Christine Ayo Achen,Christine Ayo Achen,yes
Q111179575,Eudia Kwizera,Ugandan politician,Parliament,member of parliament,5,10,Kwizera Eudia,Kwizera Eudia,yes
Q137995601,Ibaseret Josephine,Ugandan politician,Parliament,Member of Parliament of Uganda,3,10,Josephine Ibaseret,Josephine Ibaseret,yes
Q111438956,Nakato Kyabangi Katusime,Ugandan politician,Parliament,member of parliament,4,10,Nakato Kyabangi Katusiime,Nakato Kyabangi Katusiime,yes
Q61696432,Susan Lakot,Ugandan military officer,Parliament,Member of Parliament of Uganda,4,10,Susan Lakot,Susan Lakot,no
Q18683782,Concy Aciro,Ugandan politician,Parliament,Member of Parliament of Uganda,6,9,Concy Aciro,Concy Aciro,yes
Q24572836,Adrian Tibaleka,Ugandan politician,Parliament,Member of Parliament of Uganda,5,8,Adrian Tibaleka,Adrian Tibaleka,yes
Q111362760,Juliet Rainer Kafiire,Ugandan politician and legislator,Parliament,member of parliament,4,8,Juliet Rainer Kafiire,Juliet Rainer Kafiire,yes
Q138005806,Nyasio Mudimi,Ugandan politician,Parliament,member of parliament,3,8,Nyasio Mudimi,Nyasio Mudimi,yes
Q24572730,Ruth Achieng,Ugandan politician,Parliament,Member of Parliament of Uganda,6,8,Ruth Achieng,Ruth Achieng,yes
Q111422299,Acayo Christine Cwinya,Ugandan politician,Parliament,Member of Parliament of Uganda,3,7,Acayo Christine Cwinya,Acayo Christine Cwinya,yes
Q111531031,Alleluya Rosette Ikote,"Ugandan legislator, former Member of Parliament",Parliament,member of parliament,4,7,Alleluya Rosette Ikote,Alleluya Rosette Ikote,yes
Q111487131,Jeninah Ntabgoba,Ugandan legislator and author,Parliament,member of parliament,4,7,Jeninah Ntabgoba,Jeninah Ntabgoba,yes
Q24572355,Kevinah Taaka Wanaha Wandera,Ugandan politician,Parliament,Member of Parliament of Uganda,2,7,Kevinah Taaka Wanaha Wandera,Kevinah Taaka Wanaha Wandera,yes
Q20810576,Dora Byamukama,Ugandan politician and lawyer,Parliament,Member of Parliament of Uganda,6,6,Dora Byamukama,Dora Byamukama,no
Q121090670,Grace Oburu,Ugandan politician,Parliament,member of parliament,4,6,Grace Oburu,Grace Oburu,yes
Q96758100,Salma Lakhani,Ugandan Lieutenant Governor of Alberta since 2020,Public service,Lieutenant Governor of Alberta,9,21,Salma Lakhani,,yes
Q107711205,Aminah Zawedde,Ugandan computer scientist (born c. 1978),Public service,permanent secretary,3,16,Aminah Zawedde,Aminah Zawedde,yes
Q133830126,Elizabeth Muwanga,Ugandan civil servant and Police officer,Public service,inspector general of Police,2,9,Elizabeth Muwanga,Elizabeth Muwanga,yes
Q133868272,Juliet Muzoora Atuhairwe,Commissioner for secondary Education in Uganda’s Ministry of Education and sports,Public service,commissioner,2,8,Juliet Muzoora,Juliet Muzoora,yes
Q139501379,Salaamu Musumba,"Ugandan politician, policy analyst, and former journalist",Local government,Chairperson LC5,3,19,Salaamu Musumba,Salaamu Musumba,yes
Q96787826,Barbara Saben,Ugandan politician,Local government,mayor,4,14,Barbara Saben,Barbara Saben,yes
